/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-5 --rdrop_coef 0
eprstmt
epoch:1, dev_accuracy:71.875, total_num:32
epoch:20, dev_accuracy:68.750, total_num:32
epoch:20, test_accuracy:77.213, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-5 --rdrop_coef 0.001
eprstmt
epoch:1, dev_accuracy:71.875, total_num:32
epoch:1, test_accuracy:63.115, total_num:610
epoch:2, dev_accuracy:59.375, total_num:32
epoch:2, test_accuracy:69.508, total_num:610
epoch:3, dev_accuracy:59.375, total_num:32
epoch:3, test_accuracy:62.623, total_num:610
epoch:4, dev_accuracy:59.375, total_num:32
epoch:4, test_accuracy:65.902, total_num:610
epoch:5, dev_accuracy:71.875, total_num:32
epoch:5, test_accuracy:74.426, total_num:610
epoch:6, dev_accuracy:75.000, total_num:32
epoch:6, test_accuracy:77.541, total_num:610
epoch:7, dev_accuracy:68.750, total_num:32
epoch:7, test_accuracy:75.902, total_num:610
epoch:8, dev_accuracy:68.750, total_num:32
epoch:8, test_accuracy:76.066, total_num:610
epoch:9, dev_accuracy:75.000, total_num:32
epoch:9, test_accuracy:77.377, total_num:610
global step 10, epoch: 10, batch: 1, loss: 0.02320, speed: 0.36 step/s
epoch:10, dev_accuracy:71.875, total_num:32
epoch:10, test_accuracy:77.869, total_num:610
epoch:11, dev_accuracy:71.875, total_num:32
epoch:11, test_accuracy:77.869, total_num:610
epoch:12, dev_accuracy:71.875, total_num:32
epoch:12, test_accuracy:77.869, total_num:610
epoch:13, dev_accuracy:68.750, total_num:32
epoch:13, test_accuracy:77.377, total_num:610
epoch:14, dev_accuracy:68.750, total_num:32
epoch:14, test_accuracy:76.885, total_num:610
epoch:15, dev_accuracy:68.750, total_num:32
epoch:15, test_accuracy:76.557, total_num:610
epoch:16, dev_accuracy:68.750, total_num:32
epoch:16, test_accuracy:76.721, total_num:610
epoch:17, dev_accuracy:68.750, total_num:32
epoch:17, test_accuracy:76.885, total_num:610
epoch:18, dev_accuracy:68.750, total_num:32
epoch:18, test_accuracy:76.885, total_num:610
epoch:19, dev_accuracy:68.750, total_num:32
epoch:19, test_accuracy:77.049, total_num:610
global step 20, epoch: 20, batch: 1, loss: 0.00270, speed: 0.33 step/s
epoch:20, dev_accuracy:68.750, total_num:32
epoch:20, test_accuracy:77.213, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-4 --rdrop_coef 0
eprstmt
epoch:1, dev_accuracy:43.750, total_num:32
epoch:1, test_accuracy:51.475, total_num:610
epoch:2, dev_accuracy:59.375, total_num:32
epoch:2, test_accuracy:50.000, total_num:610
epoch:3, dev_accuracy:40.625, total_num:32
epoch:3, test_accuracy:50.000, total_num:610
epoch:4, dev_accuracy:40.625, total_num:32
epoch:4, test_accuracy:50.000, total_num:610
epoch:5, dev_accuracy:59.375, total_num:32
epoch:5, test_accuracy:50.000, total_num:610
epoch:6, dev_accuracy:59.375, total_num:32
epoch:6, test_accuracy:50.000, total_num:610
epoch:7, dev_accuracy:40.625, total_num:32
epoch:7, test_accuracy:50.000, total_num:610
epoch:8, dev_accuracy:40.625, total_num:32
epoch:8, test_accuracy:50.000, total_num:610
epoch:9, dev_accuracy:40.625, total_num:32
epoch:9, test_accuracy:50.000, total_num:610
global step 10, epoch: 10, batch: 1, loss: 0.81238, speed: 0.37 step/s
epoch:10, dev_accuracy:40.625, total_num:32
epoch:10, test_accuracy:50.000, total_num:610
epoch:11, dev_accuracy:59.375, total_num:32
epoch:11, test_accuracy:50.000, total_num:610
epoch:12, dev_accuracy:59.375, total_num:32
epoch:12, test_accuracy:50.000, total_num:610
epoch:13, dev_accuracy:59.375, total_num:32
epoch:13, test_accuracy:50.000, total_num:610
epoch:14, dev_accuracy:59.375, total_num:32
epoch:14, test_accuracy:50.000, total_num:610
epoch:15, dev_accuracy:40.625, total_num:32
epoch:15, test_accuracy:50.000, total_num:610
epoch:16, dev_accuracy:40.625, total_num:32
epoch:16, test_accuracy:50.000, total_num:610
epoch:17, dev_accuracy:40.625, total_num:32
epoch:17, test_accuracy:50.000, total_num:610
epoch:18, dev_accuracy:40.625, total_num:32
epoch:18, test_accuracy:50.000, total_num:610
epoch:19, dev_accuracy:40.625, total_num:32
epoch:19, test_accuracy:50.000, total_num:610
global step 20, epoch: 20, batch: 1, loss: 0.72997, speed: 0.34 step/s
epoch:20, dev_accuracy:40.625, total_num:32
epoch:20, test_accuracy:50.000, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-4 --rdrop_coef 0.1
eprstmt
epoch:1, dev_accuracy:46.875, total_num:32
epoch:1, test_accuracy:56.066, total_num:610
epoch:2, dev_accuracy:59.375, total_num:32
epoch:2, test_accuracy:49.836, total_num:610
epoch:3, dev_accuracy:40.625, total_num:32
epoch:3, test_accuracy:50.000, total_num:610
epoch:4, dev_accuracy:40.625, total_num:32
epoch:4, test_accuracy:50.000, total_num:610
epoch:5, dev_accuracy:59.375, total_num:32
epoch:5, test_accuracy:50.000, total_num:610
epoch:6, dev_accuracy:59.375, total_num:32
epoch:6, test_accuracy:50.000, total_num:610
epoch:7, dev_accuracy:40.625, total_num:32
epoch:7, test_accuracy:50.164, total_num:610
epoch:8, dev_accuracy:40.625, total_num:32
epoch:8, test_accuracy:52.459, total_num:610
epoch:9, dev_accuracy:50.000, total_num:32
epoch:9, test_accuracy:54.426, total_num:610
global step 10, epoch: 10, batch: 1, loss: 0.68245, speed: 0.36 step/s
epoch:10, dev_accuracy:46.875, total_num:32
epoch:10, test_accuracy:56.066, total_num:610
epoch:11, dev_accuracy:40.625, total_num:32
epoch:11, test_accuracy:50.000, total_num:610
epoch:12, dev_accuracy:40.625, total_num:32
epoch:12, test_accuracy:50.000, total_num:610
epoch:13, dev_accuracy:40.625, total_num:32
epoch:13, test_accuracy:50.000, total_num:610
epoch:14, dev_accuracy:40.625, total_num:32
epoch:14, test_accuracy:50.000, total_num:610
epoch:15, dev_accuracy:40.625, total_num:32
epoch:15, test_accuracy:50.000, total_num:610
epoch:16, dev_accuracy:40.625, total_num:32
epoch:16, test_accuracy:50.000, total_num:610
epoch:17, dev_accuracy:40.625, total_num:32
epoch:17, test_accuracy:50.000, total_num:610
epoch:18, dev_accuracy:40.625, total_num:32
epoch:18, test_accuracy:50.000, total_num:610
epoch:19, dev_accuracy:40.625, total_num:32
epoch:19, test_accuracy:50.000, total_num:610
global step 20, epoch: 20, batch: 1, loss: 0.75326, speed: 0.33 step/s
epoch:20, dev_accuracy:40.625, total_num:32
epoch:20, test_accuracy:50.000, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-4 --rdrop_coef 0.01
eprstmt
epoch:1, dev_accuracy:50.000, total_num:32
epoch:1, test_accuracy:53.443, total_num:610
epoch:2, dev_accuracy:59.375, total_num:32
epoch:2, test_accuracy:49.672, total_num:610
epoch:3, dev_accuracy:40.625, total_num:32
epoch:3, test_accuracy:50.000, total_num:610
epoch:4, dev_accuracy:40.625, total_num:32
epoch:4, test_accuracy:50.000, total_num:610
epoch:5, dev_accuracy:59.375, total_num:32
epoch:5, test_accuracy:50.000, total_num:610
epoch:6, dev_accuracy:59.375, total_num:32
epoch:6, test_accuracy:50.000, total_num:610
epoch:7, dev_accuracy:40.625, total_num:32
epoch:7, test_accuracy:50.000, total_num:610
epoch:8, dev_accuracy:40.625, total_num:32
epoch:8, test_accuracy:50.000, total_num:610
epoch:9, dev_accuracy:40.625, total_num:32
epoch:9, test_accuracy:50.000, total_num:610
global step 10, epoch: 10, batch: 1, loss: 0.78797, speed: 0.36 step/s
epoch:10, dev_accuracy:40.625, total_num:32
epoch:10, test_accuracy:50.000, total_num:610
epoch:11, dev_accuracy:59.375, total_num:32
epoch:11, test_accuracy:50.000, total_num:610
epoch:12, dev_accuracy:59.375, total_num:32
epoch:12, test_accuracy:50.000, total_num:610
epoch:13, dev_accuracy:59.375, total_num:32
epoch:13, test_accuracy:50.000, total_num:610
epoch:14, dev_accuracy:59.375, total_num:32
epoch:14, test_accuracy:50.000, total_num:610
epoch:15, dev_accuracy:40.625, total_num:32
epoch:15, test_accuracy:50.000, total_num:610
epoch:16, dev_accuracy:40.625, total_num:32
epoch:16, test_accuracy:50.000, total_num:610
epoch:17, dev_accuracy:40.625, total_num:32
epoch:17, test_accuracy:50.000, total_num:610
epoch:18, dev_accuracy:40.625, total_num:32
epoch:18, test_accuracy:50.000, total_num:610
epoch:19, dev_accuracy:40.625, total_num:32
epoch:19, test_accuracy:50.000, total_num:610
global step 20, epoch: 20, batch: 1, loss: 0.72919, speed: 0.33 step/s
epoch:20, dev_accuracy:40.625, total_num:32
epoch:20, test_accuracy:50.000, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-4 --rdrop_coef 0.001
eprstmt
epoch:1, dev_accuracy:50.000, total_num:32
epoch:1, test_accuracy:53.607, total_num:610
epoch:2, dev_accuracy:59.375, total_num:32
epoch:2, test_accuracy:50.164, total_num:610
epoch:3, dev_accuracy:40.625, total_num:32
epoch:3, test_accuracy:50.000, total_num:610
epoch:4, dev_accuracy:40.625, total_num:32
epoch:4, test_accuracy:50.000, total_num:610
epoch:5, dev_accuracy:59.375, total_num:32
epoch:5, test_accuracy:50.000, total_num:610
epoch:6, dev_accuracy:59.375, total_num:32
epoch:6, test_accuracy:50.000, total_num:610
epoch:7, dev_accuracy:40.625, total_num:32
epoch:7, test_accuracy:50.000, total_num:610
epoch:8, dev_accuracy:40.625, total_num:32
epoch:8, test_accuracy:50.000, total_num:610
epoch:9, dev_accuracy:59.375, total_num:32
epoch:9, test_accuracy:50.000, total_num:610
global step 10, epoch: 10, batch: 1, loss: 0.71355, speed: 0.36 step/s
epoch:10, dev_accuracy:59.375, total_num:32
epoch:10, test_accuracy:50.000, total_num:610
epoch:11, dev_accuracy:59.375, total_num:32
epoch:11, test_accuracy:50.000, total_num:610
epoch:12, dev_accuracy:59.375, total_num:32
epoch:12, test_accuracy:50.000, total_num:610
epoch:13, dev_accuracy:59.375, total_num:32
epoch:13, test_accuracy:50.000, total_num:610
epoch:14, dev_accuracy:40.625, total_num:32
epoch:14, test_accuracy:50.000, total_num:610
epoch:15, dev_accuracy:40.625, total_num:32
epoch:15, test_accuracy:50.000, total_num:610
epoch:16, dev_accuracy:40.625, total_num:32
epoch:16, test_accuracy:50.000, total_num:610
epoch:17, dev_accuracy:40.625, total_num:32
epoch:17, test_accuracy:50.000, total_num:610
epoch:18, dev_accuracy:40.625, total_num:32
epoch:18, test_accuracy:50.000, total_num:610
epoch:19, dev_accuracy:40.625, total_num:32
epoch:19, test_accuracy:50.000, total_num:610
global step 20, epoch: 20, batch: 1, loss: 0.72947, speed: 0.33 step/s
epoch:20, dev_accuracy:40.625, total_num:32
epoch:20, test_accuracy:50.000, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-3 --rdrop_coef 0
eprstmt
epoch:1, dev_accuracy:62.500, total_num:32
epoch:1, test_accuracy:48.852, total_num:610
epoch:2, dev_accuracy:59.375, total_num:32
epoch:2, test_accuracy:49.836, total_num:610
epoch:3, dev_accuracy:40.625, total_num:32
epoch:3, test_accuracy:50.000, total_num:610
epoch:4, dev_accuracy:59.375, total_num:32
epoch:4, test_accuracy:50.000, total_num:610
epoch:5, dev_accuracy:59.375, total_num:32
epoch:5, test_accuracy:50.000, total_num:610
epoch:6, dev_accuracy:59.375, total_num:32
epoch:6, test_accuracy:50.000, total_num:610
epoch:7, dev_accuracy:40.625, total_num:32
epoch:7, test_accuracy:50.000, total_num:610
epoch:8, dev_accuracy:40.625, total_num:32
epoch:8, test_accuracy:50.000, total_num:610
epoch:9, dev_accuracy:40.625, total_num:32
epoch:9, test_accuracy:50.000, total_num:610
global step 10, epoch: 10, batch: 1, loss: 5.53854, speed: 0.37 step/s
epoch:10, dev_accuracy:40.625, total_num:32
epoch:10, test_accuracy:50.000, total_num:610
epoch:11, dev_accuracy:59.375, total_num:32
epoch:11, test_accuracy:50.000, total_num:610
epoch:12, dev_accuracy:59.375, total_num:32
epoch:12, test_accuracy:50.000, total_num:610
epoch:13, dev_accuracy:59.375, total_num:32
epoch:13, test_accuracy:50.000, total_num:610
epoch:14, dev_accuracy:59.375, total_num:32
epoch:14, test_accuracy:50.000, total_num:610
epoch:15, dev_accuracy:59.375, total_num:32
epoch:15, test_accuracy:50.000, total_num:610
epoch:16, dev_accuracy:40.625, total_num:32
epoch:16, test_accuracy:50.000, total_num:610
epoch:17, dev_accuracy:40.625, total_num:32
epoch:17, test_accuracy:50.000, total_num:610
epoch:18, dev_accuracy:40.625, total_num:32
epoch:18, test_accuracy:50.000, total_num:610
epoch:19, dev_accuracy:40.625, total_num:32
epoch:19, test_accuracy:50.000, total_num:610
global step 20, epoch: 20, batch: 1, loss: 1.38641, speed: 0.34 step/s
epoch:20, dev_accuracy:40.625, total_num:32
epoch:20, test_accuracy:50.000, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-3 --rdrop_coef 0.1
eprstmt
epoch:1, dev_accuracy:59.375, total_num:32
epoch:1, test_accuracy:50.000, total_num:610
epoch:2, dev_accuracy:59.375, total_num:32
epoch:2, test_accuracy:50.000, total_num:610
epoch:3, dev_accuracy:56.250, total_num:32
epoch:3, test_accuracy:49.672, total_num:610
epoch:4, dev_accuracy:40.625, total_num:32
epoch:4, test_accuracy:50.000, total_num:610
epoch:5, dev_accuracy:40.625, total_num:32
epoch:5, test_accuracy:50.000, total_num:610
epoch:6, dev_accuracy:40.625, total_num:32
epoch:6, test_accuracy:50.000, total_num:610
epoch:7, dev_accuracy:59.375, total_num:32
epoch:7, test_accuracy:50.000, total_num:610
epoch:8, dev_accuracy:59.375, total_num:32
epoch:8, test_accuracy:50.000, total_num:610
epoch:9, dev_accuracy:59.375, total_num:32
epoch:9, test_accuracy:50.000, total_num:610
global step 10, epoch: 10, batch: 1, loss: 2.87539, speed: 0.36 step/s
epoch:10, dev_accuracy:59.375, total_num:32
epoch:10, test_accuracy:50.000, total_num:610
epoch:11, dev_accuracy:40.625, total_num:32
epoch:11, test_accuracy:50.000, total_num:610
epoch:12, dev_accuracy:40.625, total_num:32
epoch:12, test_accuracy:50.000, total_num:610
epoch:13, dev_accuracy:40.625, total_num:32
epoch:13, test_accuracy:50.000, total_num:610
epoch:14, dev_accuracy:40.625, total_num:32
epoch:14, test_accuracy:50.000, total_num:610
epoch:15, dev_accuracy:40.625, total_num:32
epoch:15, test_accuracy:50.000, total_num:610
epoch:16, dev_accuracy:59.375, total_num:32
epoch:16, test_accuracy:50.000, total_num:610
epoch:17, dev_accuracy:59.375, total_num:32
epoch:17, test_accuracy:50.000, total_num:610
epoch:18, dev_accuracy:59.375, total_num:32
epoch:18, test_accuracy:50.000, total_num:610
epoch:19, dev_accuracy:59.375, total_num:32
epoch:19, test_accuracy:50.000, total_num:610
global step 20, epoch: 20, batch: 1, loss: 1.23773, speed: 0.33 step/s
epoch:20, dev_accuracy:59.375, total_num:32
epoch:20, test_accuracy:50.000, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-3 --rdrop_coef 0.01
eprstmt
epoch:1, dev_accuracy:59.375, total_num:32
epoch:1, test_accuracy:50.000, total_num:610
epoch:2, dev_accuracy:59.375, total_num:32
epoch:2, test_accuracy:46.393, total_num:610
epoch:3, dev_accuracy:59.375, total_num:32
epoch:3, test_accuracy:50.000, total_num:610
epoch:4, dev_accuracy:40.625, total_num:32
epoch:4, test_accuracy:50.000, total_num:610
epoch:5, dev_accuracy:40.625, total_num:32
epoch:5, test_accuracy:50.000, total_num:610
epoch:6, dev_accuracy:59.375, total_num:32
epoch:6, test_accuracy:50.000, total_num:610
epoch:7, dev_accuracy:59.375, total_num:32
epoch:7, test_accuracy:50.000, total_num:610
epoch:8, dev_accuracy:40.625, total_num:32
epoch:8, test_accuracy:50.000, total_num:610
epoch:9, dev_accuracy:40.625, total_num:32
epoch:9, test_accuracy:50.000, total_num:610
global step 10, epoch: 10, batch: 1, loss: 1.89021, speed: 0.36 step/s
epoch:10, dev_accuracy:40.625, total_num:32
epoch:10, test_accuracy:50.000, total_num:610
epoch:11, dev_accuracy:40.625, total_num:32
epoch:11, test_accuracy:50.000, total_num:610
epoch:12, dev_accuracy:59.375, total_num:32
epoch:12, test_accuracy:50.000, total_num:610
epoch:13, dev_accuracy:59.375, total_num:32
epoch:13, test_accuracy:50.000, total_num:610
epoch:14, dev_accuracy:59.375, total_num:32
epoch:14, test_accuracy:50.000, total_num:610
epoch:15, dev_accuracy:59.375, total_num:32
epoch:15, test_accuracy:50.000, total_num:610
epoch:16, dev_accuracy:40.625, total_num:32
epoch:16, test_accuracy:50.000, total_num:610
epoch:17, dev_accuracy:40.625, total_num:32
epoch:17, test_accuracy:50.000, total_num:610
epoch:18, dev_accuracy:40.625, total_num:32
epoch:18, test_accuracy:50.000, total_num:610
epoch:19, dev_accuracy:40.625, total_num:32
epoch:19, test_accuracy:50.000, total_num:610
global step 20, epoch: 20, batch: 1, loss: 0.92383, speed: 0.33 step/s
epoch:20, dev_accuracy:40.625, total_num:32
epoch:20, test_accuracy:50.000, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 1 --learning_rate 5e-3 --rdrop_coef 0.001
eprstmt
epoch:1, dev_accuracy:59.375, total_num:32
epoch:1, test_accuracy:50.000, total_num:610
epoch:2, dev_accuracy:40.625, total_num:32
epoch:2, test_accuracy:50.000, total_num:610
epoch:3, dev_accuracy:59.375, total_num:32
epoch:3, test_accuracy:50.000, total_num:610
epoch:4, dev_accuracy:59.375, total_num:32
epoch:4, test_accuracy:50.000, total_num:610
epoch:5, dev_accuracy:59.375, total_num:32
epoch:5, test_accuracy:50.000, total_num:610
epoch:6, dev_accuracy:59.375, total_num:32
epoch:6, test_accuracy:50.000, total_num:610
epoch:7, dev_accuracy:40.625, total_num:32
epoch:7, test_accuracy:50.000, total_num:610
epoch:8, dev_accuracy:59.375, total_num:32
epoch:8, test_accuracy:50.000, total_num:610
epoch:9, dev_accuracy:40.625, total_num:32
epoch:9, test_accuracy:50.000, total_num:610
global step 10, epoch: 10, batch: 1, loss: 1.75214, speed: 0.36 step/s
epoch:10, dev_accuracy:40.625, total_num:32
epoch:10, test_accuracy:50.000, total_num:610
epoch:11, dev_accuracy:40.625, total_num:32
epoch:11, test_accuracy:50.000, total_num:610
epoch:12, dev_accuracy:40.625, total_num:32
epoch:12, test_accuracy:50.000, total_num:610
epoch:13, dev_accuracy:40.625, total_num:32
epoch:13, test_accuracy:50.000, total_num:610
epoch:14, dev_accuracy:40.625, total_num:32
epoch:14, test_accuracy:50.000, total_num:610
epoch:15, dev_accuracy:59.375, total_num:32
epoch:15, test_accuracy:50.000, total_num:610
epoch:16, dev_accuracy:59.375, total_num:32
epoch:16, test_accuracy:50.000, total_num:610
epoch:17, dev_accuracy:59.375, total_num:32
epoch:17, test_accuracy:50.000, total_num:610
epoch:18, dev_accuracy:59.375, total_num:32
epoch:18, test_accuracy:50.000, total_num:610
epoch:19, dev_accuracy:59.375, total_num:32
epoch:19, test_accuracy:50.000, total_num:610
global step 20, epoch: 20, batch: 1, loss: 1.05406, speed: 0.33 step/s
epoch:20, dev_accuracy:59.375, total_num:32
epoch:20, test_accuracy:50.000, total_num:610
/home/modelfun/anaconda3/envs/paddle/bin/python ptunning.py --task_name eprstmt --p_embedding_num 3 --learning_rate 5e-5 --rdrop_coef 0
eprstmt
epoch:1, dev_accuracy:59.375, total_num:32
epoch:1, test_accuracy:64.098, total_num:610
epoch:2, dev_accuracy:62.500, total_num:32
epoch:2, test_accuracy:65.738, total_num:610
epoch:3, dev_accuracy:59.375, total_num:32
epoch:3, test_accuracy:62.131, total_num:610
epoch:4, dev_accuracy:65.625, total_num:32
epoch:4, test_accuracy:63.934, total_num:610
epoch:5, dev_accuracy:65.625, total_num:32
epoch:5, test_accuracy:67.049, total_num:610
epoch:6, dev_accuracy:71.875, total_num:32
epoch:6, test_accuracy:70.656, total_num:610
epoch:7, dev_accuracy:75.000, total_num:32
epoch:7, test_accuracy:72.951, total_num:610
epoch:8, dev_accuracy:71.875, total_num:32
epoch:8, test_accuracy:72.951, total_num:610
epoch:9, dev_accuracy:68.750, total_num:32
epoch:9, test_accuracy:71.803, total_num:610
global step 10, epoch: 10, batch: 1, loss: 0.05568, speed: 0.38 step/s
epoch:10, dev_accuracy:71.875, total_num:32
epoch:10, test_accuracy:72.295, total_num:610
epoch:11, dev_accuracy:75.000, total_num:32
epoch:11, test_accuracy:74.426, total_num:610
epoch:12, dev_accuracy:75.000, total_num:32
epoch:12, test_accuracy:76.721, total_num:610
